x, y, z, Activity
2,0.05144899,17,NAV_NODE
3,0.05144899,17,NAV_NODE
4,0.05144899,17,NAV_NODE
5,0.05144899,17,NAV_NODE
6,0.05144899,17,BI_EDGE
7,0.05144899,17,BI_EDGE
8,0.05144899,17,BI_EDGE
9,0.05144899,17,NAV_NODE
10,0.05144899,17,NAV_NODE
11,0.05144899,17,NAV_NODE
12,0.05144899,17,NAV_NODE
13,0.05144899,17,NONE
14,0.05144899,17,NONE
15,0.05144899,17,NONE
-18,0.05144899,18,NONE
-17,0.05144899,18,NAV_NODE
-16,0.05144899,18,NAV_NODE
-15,0.05144899,18,NAV_NODE
-14,0.05144899,18,NAV_NODE
-13,0.05144899,18,BI_EDGE
-12,0.05144899,18,BI_EDGE
-11,0.05144899,18,BI_EDGE
-10,0.05144899,18,BI_EDGE
-9,0.05144899,18,BI_EDGE
-8,0.05144899,18,BI_EDGE
-7,0.05144899,18,NAV_NODE
-6,0.05144899,18,NAV_NODE
-5,0.05144899,18,NAV_NODE
-4,0.05144899,18,NAV_NODE
-3,0.05144899,18,NAV_NODE
-2,0.05144899,18,UNI_EDGE
-1,0.05144899,18,UNI_EDGE
0,0.05144899,18,UNI_EDGE
1,0.05144899,18,UNI_EDGE
2,0.05144899,18,UNI_EDGE
3,0.05144899,18,NAV_NODE
4,0.05144899,18,NAV_NODE
5,0.05144899,18,BI_EDGE
6,0.05144899,18,BI_EDGE
7,0.05144899,18,BI_EDGE
8,0.05144899,18,BI_EDGE
9,0.05144899,18,BI_EDGE
10,0.05144899,18,NAV_NODE
12,0.05144899,18,NONE
13,0.05144899,18,NONE
14,0.05144899,18,NONE
15,0.05144899,18,NONE
-18,0.05144899,19,NONE
-17,0.05144899,19,NONE
-16,0.05144899,19,NONE
-15,0.05144899,19,NAV_NODE
-14,0.05144899,19,BI_EDGE
-13,0.05144899,19,BI_EDGE
-12,0.05144899,19,BI_EDGE
-11,0.05144899,19,BI_EDGE
-10,0.05144899,19,BI_EDGE
-9,0.05144899,19,BI_EDGE
-8,0.05144899,19,BI_EDGE
-7,0.05144899,19,BI_EDGE
-6,0.05144899,19,NAV_NODE
-5,0.05144899,19,NAV_NODE
-4,0.05144899,19,NAV_NODE
-3,0.05144899,19,UNI_EDGE
-2,0.05144899,19,UNI_EDGE
-1,0.05144899,19,UNI_EDGE
0,0.05144899,19,NONE
1,0.05144899,19,NONE
2,0.05144899,19,NONE
3,0.05144899,19,NONE
4,0.05144899,19,NONE
5,0.05144899,19,NONE
6,0.05144899,19,NONE
7,0.05144899,19,NONE
8,0.05144899,19,NONE
9,0.05144899,19,NONE
10,0.05144899,19,NONE
11,0.05144899,19,NONE
12,0.05144899,19,NONE
13,0.05144899,19,NONE
14,0.05144899,19,NONE
15,0.05144899,19,NONE
